Title,Year,Poster,Actors,Plot,imdbRating,Director,My Rating
Batman,1989,https://m.media-amazon.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg,"Michael Keaton, Jack Nicholson, Kim Basinger","The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",7.5,Tim Burton,N/A
